author,comment,likes,publishedAt,clean_comment,vader,neg,neu,pos,compound,sentiment
@manpreet6809,but avagadro hypothesis is not always true.,2,2018-07-13T04:43:54Z,but avagadro hypothesis is not always true,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.4585}",0.333,0.667,0.0,-0.4585,negative
@yuvrajsharma1890,Nice sirrrrrrrr,1,2018-07-12T14:39:00Z,nice sirrrrrrrr,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@mohitrai2501,Mst,0,2018-07-12T12:12:44Z,mst,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@GovindKumar-jm7sj,Ki video sent kar sakte hai,0,2018-07-12T11:31:57Z,ki video sent kar sakte hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@GovindKumar-jm7sj,Sir AAP maths ka 6chapter linear inequalities,0,2018-07-12T11:31:08Z,sir aap maths ka chapter linear inequalities,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Narcoff3821,Thank u sir,0,2018-07-12T10:54:23Z,thank u sir,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.0,0.444,0.556,0.3612,positive
@meharlal5864,Sir states of matter pe bhi video upload krro plzplzplz,0,2018-07-12T09:55:50Z,sir states of matter pe bhi video upload krro plzplzplz,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.0258}",0.0,0.891,0.109,0.0258,neutral
@adityakrishnamalhotra1,Thank you Sir,0,2018-07-12T03:18:45Z,thank you sir,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.0,0.444,0.556,0.3612,positive
@kamleshkumarshukla1125,Best video to learn 1st chapter,0,2018-07-11T14:27:37Z,best video to learn st chapter,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.0,0.543,0.457,0.6369,positive
@sangersingh1357,nicee,0,2018-07-11T14:00:52Z,nicee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sumanshukla3199,Nothing to say except awesome,0,2018-07-11T12:45:07Z,nothing to say except awesome,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.0,0.494,0.506,0.6249,positive
@_Sophisticated_,Sir there is no video on lmiting reagents,0,2018-07-11T10:26:25Z,sir there is no video on lmiting reagents,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296,negative
@etikaetika1069,thanks,0,2018-07-11T05:18:14Z,thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.0,0.0,1.0,0.4404,positive
@panchlalgupta1313,Nice teach,0,2018-07-11T00:42:45Z,nice teach,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@raii13579,"best ever videos on chemistry#<a href=""http://www.youtube.com/results?search_query=%23interesting"">#interesting</a> as well as understand able",0,2018-07-10T17:41:00Z,best ever videos on chemistrya href as well as understand able,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.743}",0.0,0.588,0.412,0.743,positive
@deadlygaming8073,Sir bs aise videos dalte rhi class 11 th ki sir ...plz....and thank u so much sir j..........,0,2018-07-10T17:07:46Z,sir bs aise videos dalte rhi class th ki sir plzand thank u so much sir j,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.0,0.872,0.128,0.3612,positive
@deepakraj4574,Kon saa book numerical ke liye sahi rahega sir??,0,2018-07-10T16:37:15Z,kon saa book numerical ke liye sahi rahega sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@nitindhake1213,Very well teaching sir.....thanks,0,2018-07-10T16:32:21Z,very well teaching sirthanks,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.3384}",0.0,0.556,0.444,0.3384,positive
@poojaPatil-bj9kd,sir u doing a great job...plz sir share us more videos. ...waiting. ....for videos.,0,2018-07-10T16:22:33Z,sir u doing a great jobplz sir share us more videos waiting for videos,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.743}",0.0,0.656,0.344,0.743,positive
@akansharam4213,Kya aap maths bhi karate hai sir?  Chemistry tto shikh li aap se aab maths bhi hum shikh lete the agar aap karate hai tto,0,2018-07-10T14:34:48Z,kya aap maths bhi karate hai sir chemistry tto shikh li aap se aab maths bhi hum shikh lete the agar aap karate hai tto,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@manpreetkaurgrewal9462,nice sir g,0,2018-07-10T12:08:21Z,nice sir g,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.0,0.417,0.583,0.4215,positive
@sabitakri8179,Vry helpful 4 us....<br>Tnqqqq ....,0,2018-07-10T06:58:58Z,vry helpful usbrtnqqqq,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.0,0.588,0.412,0.4215,positive
@dwarikabindra9335,sir you are great,0,2018-07-09T10:22:52Z,sir you are great,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.0,0.423,0.577,0.6249,positive
@vidhisingh1822,Sir plz start maths also. Plz plz,0,2018-07-09T09:58:16Z,sir plz start maths also plz plz,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.2263}",0.0,0.506,0.494,0.2263,positive
@Rahulkumar-jc1sc,Hindi ma BATA saktaha,0,2018-07-09T01:31:47Z,hindi ma bata saktaha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Rudra_Kumar,Kya teacher hai yaar <br>Kaash ye hamara school ka chemistry teacher hote,0,2018-07-08T15:13:29Z,kya teacher hai yaar brkaash ye hamara school ka chemistry teacher hote,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@reenatrivedi2520,sir ap jo padha rahe hai is se neet ki bhi preparation ho rhi hai kya??,19,2018-07-08T11:04:00Z,sir ap jo padha rahe hai is se neet ki bhi preparation ho rhi hai kya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@anshikanigam1103,Great sir make more videos please  ... As soon as possible please of ch-4;5; 6;7;8;9;10;11;12;13; please..........,1,2018-07-08T08:39:53Z,great sir make more videos please as soon as possible please of ch please,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.8828}",0.0,0.516,0.484,0.8828,positive
@gurmangill9084,amz,0,2018-07-07T19:28:47Z,amz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@davinderkaur7681,1lakh 19 thousand students hoge apke,0,2018-07-07T15:36:18Z,lakh thousand students hoge apke,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@davinderkaur7681,1lakh 19 thousand students hoge apke,0,2018-07-07T15:36:15Z,lakh thousand students hoge apke,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@natureworldyt9297,Thanks,2,2018-07-07T15:33:15Z,thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.0,0.0,1.0,0.4404,positive
@dhruvbhatiya9426,thanks sir I remember   your teach point,0,2018-07-07T08:00:34Z,thanks sir i remember your teach point,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.0,0.674,0.326,0.4404,positive
@arifkhan7472,Sir aap kaha h,0,2018-07-07T04:36:19Z,sir aap kaha h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@samriddhijaiswal3132,sir aap please physics ke syllabus ko proceed kijiye.. roz video banayiye sir.. ur best,0,2018-07-06T19:30:59Z,sir aap please physics ke syllabus ko proceed kijiye roz video banayiye sir ur best,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7579}",0.0,0.667,0.333,0.7579,positive
@khushisinghbaghel7102,👌👌👌VERY well explained sir,15,2018-07-06T17:38:18Z,very well explained sir,"{'neg': 0.0, 'neu': 0.148, 'pos': 0.852, 'compound': 0.946}",0.0,0.148,0.852,0.946,positive
@h.r.faizanchashmaghar2575,thankyou sir.,0,2018-07-06T17:34:04Z,thankyou sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rajusingh5606,In ur whole I am only not able to understand the law of reciprocal<br>and other things I understand well,0,2018-07-06T14:24:05Z,in ur whole i am only not able to understand the law of reciprocalbrand other things i understand well,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.0,0.896,0.104,0.2732,positive
@melody.ai143,Nice video sir...... please bachhe mt boliye  😯🙅🙅🙅  sorry <br>Mayuri,1,2018-07-06T07:24:49Z,nice video sir please bachhe mt boliye sorry brmayuri,"{'neg': 0.272, 'neu': 0.501, 'pos': 0.226, 'compound': -0.3131}",0.272,0.501,0.226,-0.3131,negative
@aryashashi9015,Nice sir you are best teacher on youtube,2,2018-07-06T06:52:42Z,nice sir you are best teacher on youtube,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.7906}",0.0,0.462,0.538,0.7906,positive
@amitpal1272,Hindi mai likho sir,0,2018-07-06T02:10:01Z,hindi mai likho sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@askushwah1542,Thanks sir,0,2018-07-05T15:52:02Z,thanks sir,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.0,0.256,0.744,0.4404,positive
@SatyamKumar-nq9gw,Chemistry ka video jaldi jaldi upload kariye sir. Tuition teacher bahut bekar mil gya hai,0,2018-07-05T14:46:38Z,chemistry ka video jaldi jaldi upload kariye sir tuition teacher bahut bekar mil gya hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@harshkumawat9921,"Hello sir, <br>    I want to ask that in the 4th low hum reaction ko volume mein le rha hai but baki reaction mein hum in number ko mol count krte hai so why this is done",2,2018-07-05T14:01:47Z,hello sir br i want to ask that in the th low hum reaction ko volume mein le rha hai but baki reaction mein hum in number ko mol count krte hai so why this is done,"{'neg': 0.041, 'neu': 0.891, 'pos': 0.068, 'compound': 0.0129}",0.041,0.891,0.068,0.0129,neutral
@PawanSingh-sc5qy,never seen before like this.................too good sir........,0,2018-07-04T17:19:40Z,never seen before like thistoo good sir,"{'neg': 0.211, 'neu': 0.5, 'pos': 0.29, 'compound': 0.1999}",0.211,0.5,0.29,0.1999,positive
@raghusavaliya1205,Super sir,0,2018-07-04T17:00:54Z,super sir,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.0,0.204,0.796,0.5994,positive
@krishnakant80,Sir balancing glt h,1,2018-07-04T16:21:34Z,sir balancing glt h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rajkishore1792,Sir a vedieo on oscillation and the important derivatives.... Plz sir... And u r the best teacher i have ever experience.....,0,2018-07-04T15:26:12Z,sir a vedieo on oscillation and the important derivatives plz sir and u r the best teacher i have ever experience,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.743}",0.0,0.711,0.289,0.743,positive
@azamansari4667,Plzzz or b jo topics h chap 1 like Dalton&#39;s atomic theory or plzz ek bar unka revision kra dijiye,0,2018-07-04T15:02:14Z,plzzz or b jo topics h chap like daltons atomic theory or plzz ek bar unka revision kra dijiye,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.0,0.884,0.116,0.3612,positive
@aryaarya2980,Bhaiya magnese mn hota h mg nahi,0,2018-07-04T10:40:16Z,bhaiya magnese mn hota h mg nahi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ritusethi6444,SIR FIRST OF ALL THANK YOU VERY MUCH FOR GIVING US GUDIANCE UNDER YOU.<br>SIR THANKS FOR ONLINE CLASSSES,0,2018-07-04T09:54:46Z,sir first of all thank you very much for giving us gudiance under youbrsir thanks for online classses,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.8984}",0.0,0.579,0.421,0.8984,positive
@vedanshgupta9446,Very well explained... Thank-you physicswaala (SIR),0,2018-07-04T09:02:39Z,very well explained thankyou physicswaala sir,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.3384}",0.0,0.676,0.324,0.3384,positive
@shivomsharma1273,nice sir,0,2018-07-04T05:56:58Z,nice sir,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@doraemonlovers1754,Sir....class 11ka chemical bonding and molecular structure ka video upload kijiye,0,2018-07-04T04:07:21Z,sirclass ka chemical bonding and molecular structure ka video upload kijiye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@priyankapatekar5893,Sir pl upload lectures of sst,0,2018-07-03T21:53:33Z,sir pl upload lectures of sst,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mdtauseefakhtar6316,Thanks a lot sir......<br>You are the TRUE Teacher Sir...........<br>Once again Proved..,1,2018-07-03T19:25:58Z,thanks a lot sirbryou are the true teacher sirbronce again proved,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.7531}",0.0,0.583,0.417,0.7531,positive
@amitsinghbertwal3924,"sir, i am unable to understand a single thing in chemistry and physics both during my school hours. I need to work hard but can not manage time, can you please help me in this?? My name is Gaurav.<br>thanks",1,2018-07-03T15:20:38Z,sir i am unable to understand a single thing in chemistry and physics both during my school hours i need to work hard but can not manage time can you please help me in this my name is gauravbrthanks,"{'neg': 0.027, 'neu': 0.817, 'pos': 0.156, 'compound': 0.7691}",0.027,0.817,0.156,0.7691,positive
@ishajain9975,thank u sir it helps me a lot,0,2018-07-03T14:58:11Z,thank u sir it helps me a lot,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.6249}",0.0,0.541,0.459,0.6249,positive
@erenyeager4049,"Sir , is law of multiple proportion applicable on three elements including metals and non metals both?",0,2018-07-03T11:14:35Z,sir is law of multiple proportion applicable on three elements including metals and non metals both,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RamJi-uz2sz,sir think you sir,0,2018-07-03T10:22:58Z,sir think you sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ruchisingh7965,Sir hindi me padaiye  plzz,0,2018-07-03T03:23:56Z,sir hindi me padaiye plzz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mayankpatel4352,Baki ke topic ka video,0,2018-07-02T17:35:05Z,baki ke topic ka video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mahadevmodeve5228,nice,0,2018-07-02T16:26:05Z,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.0,0.0,1.0,0.4215,positive
@karunakarrai5069,Thanks a lot sir,0,2018-07-02T15:58:05Z,thanks a lot sir,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.0,0.508,0.492,0.4404,positive
@bonomalisutradhar6454,Nice sir,2,2018-07-02T15:51:30Z,nice sir,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@mukeshkuswaha1145,Thanks sir,0,2018-07-02T14:43:26Z,thanks sir,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.0,0.256,0.744,0.4404,positive
@jashanmahal8842,Very welll taught sirr,0,2018-07-02T14:16:42Z,very welll taught sirr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Knp-0111,dmc`2 not dE- mc squre,0,2018-07-02T13:03:58Z,dmc not de mc squre,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rohan3159,Sir aap bahut aache ho bus aapka saath chahiye 12th tak plzz,0,2018-07-01T18:03:16Z,sir aap bahut aache ho bus aapka saath chahiye th tak plzz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mrchintukumarchanchal5655,my watshap n9123169229 arts ka pdf ya modal pepar hi to bheje sar jaldi hi ya gurup mae addd ke de,0,2018-07-01T17:04:12Z,my watshap n arts ka pdf ya modal pepar hi to bheje sar jaldi hi ya gurup mae addd ke de,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@shailesheng...kasyap7706,I am belong those area have no any facilities for join coaching because join coaching cover 19km distance. Sir when I am in class 10 watch all viedo. Thanks Sir very nice.,16,2018-07-01T15:57:34Z,i am belong those area have no any facilities for join coaching because join coaching cover km distance sir when i am in class watch all viedo thanks sir very nice,"{'neg': 0.056, 'neu': 0.682, 'pos': 0.262, 'compound': 0.8016}",0.056,0.682,0.262,0.8016,positive
@shailesheng...kasyap7706,Sir I have no any word for you,1,2018-07-01T15:55:15Z,sir i have no any word for you,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296,negative
@sheelapandey7211,Thank u so much sir,0,2018-07-01T15:46:37Z,thank u so much sir,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612,positive
@singham.........,Law 1 samjhaoooooo accheee see  plz ham sab  samjh Jaenge kia aap aggressive ho,0,2018-07-01T13:52:05Z,law samjhaoooooo accheee see plz ham sab samjh jaenge kia aap aggressive ho,"{'neg': 0.32, 'neu': 0.608, 'pos': 0.072, 'compound': -0.6705}",0.32,0.608,0.072,-0.6705,negative
@shamhandsome2038,thank you so much Bhai for teaching us in easy way🙏🙏🙏🙏,0,2018-07-01T11:06:37Z,thank you so much bhai for teaching us in easy way,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6597}",0.0,0.759,0.241,0.6597,positive
@comedymazza9588,Hindi medium ka video bhi h kya,0,2018-07-01T01:53:40Z,hindi medium ka video bhi h kya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@tortureh2371,"Best teacher sir,We want billion multiples of you sir",9,2018-06-30T13:39:45Z,best teacher sirwe want billion multiples of you sir,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.6705}",0.0,0.56,0.44,0.6705,positive
@dilpreetparmar2674,"Sir please solve this numerical...copper gives two oxides . On heating 1.0gm of each in hydrogen gas , 0.888gm and 0.799gm of the metal are produced .. show that the results agree with the law of multiple proportion.........    Sir please give the answer as soon as possible please sir....thanku",0,2018-06-30T10:13:02Z,sir please solve this numericalcopper gives two oxides on heating gm of each in hydrogen gas gm and gm of the metal are produced show that the results agree with the law of multiple proportion sir please give the answer as soon as possible please sirthanku,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.8481}",0.0,0.797,0.203,0.8481,positive
@rahulmahto7213,no teacher can match you when it comes to teaching....😍😘,0,2018-06-30T07:51:08Z,no teacher can match you when it comes to teaching,"{'neg': 0.096, 'neu': 0.652, 'pos': 0.252, 'compound': 0.5574}",0.096,0.652,0.252,0.5574,positive
@jitenderarya4773,sir konse numericals lagaye  suruat me iske liye ek vedio ban dijiye plzz,0,2018-06-30T06:59:31Z,sir konse numericals lagaye suruat me iske liye ek vedio ban dijiye plzz,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5574}",0.231,0.769,0.0,-0.5574,negative
@abhisheksingh-ll7sf,the ratio can be 1 is to 1 in law of multiple proportion?,0,2018-06-30T05:13:59Z,the ratio can be is to in law of multiple proportion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@saranshbarsena7151,is video ke nitrogen or oxygen k example mein 14 ko double kerne ke bajaye 28 ko 2 se divide ker sakte hai kya ?,0,2018-06-29T09:07:49Z,is video ke nitrogen or oxygen k example mein ko double kerne ke bajaye ko se divide ker sakte hai kya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@hemakumari3218,sir please mathematical tool ki viideo bana do,0,2018-06-29T07:54:44Z,sir please mathematical tool ki viideo bana do,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.0,0.753,0.247,0.3182,positive
@PrakashYadav-pp4ik,must,0,2018-06-29T07:38:15Z,must,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@storiesbynaveenbhandari4433,Gas k particles ka size exact same to nhi hota.. to Avogadro&#39;s k according kisi fixed volume m gas k no. Of molecules same kaise ho sakte... H  by the way u r fantastic..,0,2018-06-29T07:00:11Z,gas k particles ka size exact same to nhi hota to avogadros k according kisi fixed volume m gas k no of molecules same kaise ho sakte h by the way u r fantastic,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.5574}",0.0,0.902,0.098,0.5574,positive
