author,comment,likes,publishedAt
@s.bunagar9370,please give me yore whatsapp number for john you on whatsapp,0,2018-12-03T16:40:20Z
@sandeepgupta8583,Really very good sir,1,2018-12-03T12:47:02Z
@manirulsk2203,"many many thanks <a href=""http://sir.you/"">sir.you</a> are so good. kind mand",0,2018-12-02T17:54:24Z
@mdrazamdraza6758,Sir please apna number dena,0,2018-12-02T06:36:12Z
@mdrazamdraza6758,Sir please apna number dena,0,2018-12-02T06:34:45Z
@mdrazamdraza6758,Sir apna number dena,0,2018-12-02T06:34:17Z
@mdrazamdraza6758,Sir apna number dena,0,2018-12-02T06:33:59Z
@sunnikumar278,class 12th ka kab sa rhata hi sir,1,2018-12-02T04:38:21Z
@pandeyContruction13,thank you sir I easily undrstod,0,2018-12-02T00:21:27Z
@geetajayant1060,S + 5hno,0,2018-12-01T16:16:37Z
@vishalranjan6029,thanx sir,0,2018-12-01T13:48:20Z
@rishita5986,pl suggest for maths too ????????????????????????????????????,0,2018-11-30T19:59:41Z
@benyasin141,I like your glove duster,0,2018-11-30T17:52:06Z
@anitagoel3850,Neha Gupta Sir very  nice  video but sir aap biology  bhi kara do na please,0,2018-11-29T13:28:24Z
@dhruvmalixcs,Sir please do a lecture on hydrogen,3,2018-11-28T12:56:12Z
@paharicurturehunters6838,Sir to be very frank you are batter  then my school &#39;s Chemistry teacher,0,2018-11-27T13:13:50Z
@vishalsingh-xs7dr,Sir plz..     Go for electrochemistry sir plz..........,0,2018-11-27T12:06:57Z
@rahulsinghprithvi3439,Thanks ...,1,2018-11-26T15:45:26Z
@sidhurocky5073,Phy and chemis<br><br>NCERT book se bataiye,0,2018-11-26T07:29:02Z
@sidhurocky5073,Phy  and chemis<br><br>NCERT Book se bataiye,0,2018-11-26T07:28:29Z
@sidhurocky5073,Phy and chemis<br><br> <br>NCERT book se bataiye,2,2018-11-26T07:27:45Z
@deepankdeepvlogs7762,Sir mangenese ka symbol Mn hota hai,6,2018-11-26T04:13:10Z
@saidulumurari5428,thank you very much sir 🙏🙏🙏🙏,0,2018-11-24T08:02:16Z
@nitishmandal1624,Sir low of multiple proportion daltan ne diya tha.  And proust ne low of difinite proportint diya tha,0,2018-11-23T15:22:25Z
@Rahulsingh-st5sw,Sir please help me in knowing some basic questions of physics,0,2018-11-23T09:55:09Z
@sweetysweety6549,sir I have some dought about physical chemistry question,0,2018-11-23T05:54:57Z
@ratnakartiwari7857,Sir Law of definite proportion me aisa kyon hota hai ki wo same hi ratio me raheta hai,0,2018-11-22T12:46:00Z
@maheenumrani4373,Thank you,0,2018-11-21T18:03:42Z
@khushikhushisharma2843,Nice  explanation,0,2018-11-21T12:08:00Z
@grantman2525,Sir appla koi jawab nahi bus humko isesi padhavo thanks,0,2018-11-20T09:13:30Z
@AnandKumar-mh6vy,Sir simple harmonic motion ke videos kB upload honge?,0,2018-11-19T04:47:02Z
@rammurtisahu4277,What is the hindi meaning of inter class (11th),0,2018-11-19T03:46:02Z
@ankushsinghsomvanshi7360,it may be so perfect if u trying   to write in hindi and english mix . because there are large number of students that they can not understand though English.but I am compliment that u are a good teacher,0,2018-11-18T19:51:43Z
@ranjanabharti2999,thanks sir...,0,2018-11-17T18:17:49Z
@sandeep4you906,Sir aap hindi me nhii kara skte,0,2018-11-17T02:48:03Z
@romanchauhan9385,Oh my gosh I can&#39;t believe sir you are multi talented you are fantastic     you are smarter than smart phone,5,2018-11-15T18:04:33Z
@SanjeevKumar-ex3cn,May god bless u sir,1,2018-11-15T11:57:58Z
@bimalendu8048,Ye channel bakwas hai😂😂😂,0,2018-11-14T08:38:04Z
@hooman2297,Why did daltons theory got failed in explaining law of gaseous volumes?,1,2018-11-13T17:21:56Z
@bidyutsaikia9631,Thank you sir,0,2018-11-13T16:23:02Z
@ritiksingh8315,Thanks sir,0,2018-11-12T14:12:36Z
@freefire-je6uq,Awesome sir,0,2018-11-12T13:14:00Z
@Newsroom40,Thanks sir for effort. Really super explanation,0,2018-11-12T12:38:38Z
@shomdutta2398,You teach too good sir☺,0,2018-11-12T09:14:32Z
@charanghodake3100,Sir u teach good.  But u teach only lCSE and CBSE board but we r learning in SSC board we also want that someone teach us as good as u sir I request you that can u please teach us please to SSC board SSC  board syllabus is so easy for u ...Sir please.,0,2018-11-12T05:50:31Z
@aamnauzma8428,I am watching this boring video because I am unable to sleep at night.,0,2018-11-11T17:57:46Z
@dipshikhakumari4049,you are best teacher for me,1,2018-11-11T16:36:52Z
@dipshikhakumari4049,ager aapke jessa teacher  ager hr institute mai Mill jaye to koi v bachhe ko kissi chij ki problem hi nhi hogi,0,2018-11-11T16:36:11Z
@dipshikhakumari4049,suchi mai sir ek din aap bhut aage jaoge sir,0,2018-11-11T16:34:41Z
@vilasthorat9553,Thank you sir. You made chemistry-study easier. Now I am not studying chemistry but now I am playing with chemistry and chemical equation,0,2018-11-11T15:02:40Z
@supersayyed5361,Sir app se accha koi nhi pada sakta 😊😊😊😊😊😊😊😊😊😊😊,0,2018-11-11T11:25:49Z
@RitikSingh-cv2xo,Nice,0,2018-11-11T08:15:49Z
@Allveerogaming2,very nice explaination sir🙏🙏🙏🙏,2,2018-11-11T03:42:23Z
@umamishra7264,sir pls reply,0,2018-11-08T02:56:23Z
@sahiltahir7032,Sir app kis ke sir hein phy ya chemistry 🤣🤣,0,2018-11-06T13:20:00Z
@umamishra7264,sir samvida varg 1 syllabus ke according video bana ye na,0,2018-11-06T10:25:13Z
@freefiregamer-qe1dd,Sir please Hindi teach,0,2018-11-05T02:28:19Z
@PriyankaYadav-sy7hp,Balancing link,0,2018-11-05T01:47:01Z
@techtoys6837,Sir please upload the organic chemistry chapters,0,2018-11-04T16:55:19Z
@ramanujyadav6797,Thank u sir,0,2018-11-04T07:35:22Z
@pallavilalitsonawane1515,Thanks for that video,0,2018-11-03T15:29:38Z
@respect_loot_,Sir plz make a video  redox,0,2018-11-02T15:13:47Z
@ayushmishra4059,Thnx,0,2018-11-02T04:50:45Z
@nandkishorkumarrajapamrasi3845,Yes sir bole hai ncert ki sabhi video digiea chemistry,0,2018-11-01T07:49:57Z
@muskanKumari-uu8on,Thanks sir,1,2018-11-01T05:57:17Z
@dhariyaarts1006,"lakin sir sum of product kay sath ,+energy of reactant be aayga kya",1,2018-10-31T17:12:26Z
@ankurjindal6110,Bhai mg ko magnise q bol rha h,0,2018-10-31T09:41:26Z
@omkarsdhikale5880,Sir baki kuch nahi par hat mai glose pahnkar rough karne ka tari ka achha laga😁😁😌😌😌🤣🤣🤣,6,2018-10-31T03:20:15Z
@PAWANKUMAR-uv4xi,My best teacher,0,2018-10-30T15:31:15Z
@foreverentertainment3868,u are superb man your lectures are very good,0,2018-10-30T11:39:53Z
@desivinehd6187,"Sir skatarefans@<a href=""http://gmail.com/"">gmail.com</a> <br>sir please give me your whtsapp no.   Me phyics me weak hu is liye aap apna no do me daut clear karu ga",0,2018-10-30T05:44:15Z
@knowledgebooster6342,Mole concept by NIT-IAN S.K Singh .These lectures might help to to understand Physical Chemistry: https://www.youtube.com/playlist?list=PLSmESefB0XOuYI2Kbo4jXeGiOTa2UcZoI,0,2018-10-29T18:12:04Z
@jagdishpatkar7607,Help me and my companion because of my suggestion they watch your videos and not going for coaching,0,2018-10-29T10:16:12Z
@jagdishpatkar7607,Sir you are doing well<br>Thank you so much for your support<br>Sir please Jada sai Jada notes diya Karen jisse ham papers Mai Jada likh sakhe<br>School Mai coaching ke liye bahut force Kiya ja raha hai <br>Apke notes Ko bhi kahte hai itne se notes Mai mark nahi die jayge,0,2018-10-29T10:15:07Z
@RaushanKumar-bh5vd,Bahut aachha hain,0,2018-10-28T16:29:51Z
@CHEMISTRYSIRANISHKUMARAZAD,Good job......,0,2018-10-28T08:06:47Z
@tazmeenkhan6856,thank you so much sir for such a good explaination,0,2018-10-27T17:55:07Z
@mohammadjawad2521,"At <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=885"">14:45</a> bhai in question u write 0.4030g of MgO and in sol. U write only 0.403g <br>What is this",1,2018-10-27T06:58:56Z
@bhumikasharma1909,Sir redox reaction kab start krunge.. plzzz ap samjha tey ho to bohot achhe se samjhta hai.. wo bhu ek video mai bataiye ga na.. sir plzzzzzzz,0,2018-10-26T16:06:52Z
@manesh7516,Thank you sir ap bohat ache padhate ho .,0,2018-10-26T13:50:45Z
@ganeshsoni2614,It is so useful to me,0,2018-10-26T11:45:24Z
@sejalsaniyaabdulpatel2688,awesome explanation!!,0,2018-10-25T18:05:18Z
@vinaymaurya1848,Nice video,0,2018-10-25T13:19:54Z
@navamibs,sir please upload redox reactions.........plzzzzzz,0,2018-10-24T14:56:15Z
@saurabhjoshi5193,tere andr andr ke panchat joke bahot bor marte he so plz vo band kar aur alag alag avaj bhi nikala mat kar,0,2018-10-24T12:53:28Z
@AftabAlam-yu1uc,Thank you sir you are great,0,2018-10-23T01:52:32Z
@musiclverspresent7452,Nice video,0,2018-10-22T14:15:45Z
@Nitishkumar-gw1vo,Sir Hindi me Dora boliye ne,0,2018-10-22T13:51:51Z
@kashishgarg4129,plzz upload hydrogen chapter,1,2018-10-22T12:18:55Z
@titupanigrahi1884,jabardast sir good teaching,0,2018-10-21T12:16:40Z
@Homekitchen360.,Thanks sir,0,2018-10-19T15:37:37Z
@a2zenteinment634,Sir you are great,0,2018-10-18T14:40:41Z
@suhanisingh5940,l am clearly understand of your voice,0,2018-10-18T06:28:59Z
@vishal4861,Sir plzzz har ch ki har topic ki video banao mujhe aap ke bahut help ke jaroorat  hai .plzzzz sir 😢😢😢😢😢😢😢😢😢😢😢<br><br>😇😇😇😇😇😇😇😇😇😇<br>Sir aap mare liye God hai<br>😢😢😢😭😢😢,0,2018-10-17T07:58:51Z
@arpit123kumar3,sir class12 chenmistry  ke vidio nahi h kya,0,2018-10-16T16:58:18Z
@aiyublangya1197,Sir gujarati  me upload karo please,0,2018-10-16T16:20:37Z
@AbhishekChauhan-hw9gp,sir aap lajabab ho sir,0,2018-10-16T14:00:12Z
@AbhishekChauhan-hw9gp,sir you are a super teacher for common student,0,2018-10-16T13:59:37Z
@khapratancentbuddy2687,Sir ji daal do hamne tuition chod rakhaa h please sir I requested you,0,2018-10-16T13:23:13Z
@khapratancentbuddy2687,Sir ji part 2 ki ek bhi video nhi h chemistry ki class11,0,2018-10-16T13:21:59Z
@user-ts9wr4tb1m,Thnkuu sir for this superb lectures its clear all my doubt thnku so much😊😊<br>Love and respect from Bihar🙇‍♀️🙇‍♀️🙏🙏😊😊,0,2018-10-16T07:45:42Z
@user-ts9wr4tb1m,Agr aap aese hi pdhate rahe to jldi hi apaka 1million subscriber hojayenge,0,2018-10-16T07:20:35Z
@user-ts9wr4tb1m,Superb sir but backgroud sound irritating h 😊😊,0,2018-10-16T07:11:14Z
@meaningoflife983,sir phle mujhe physics ya chemistry me ku6 ku6 questions se dr lgta tha bt jbse aapka videos dekhna start kiya hai tb se no fear. thanku so..... much sir,0,2018-10-15T11:41:50Z
@Manishraj-qo5gg,Sir organic chemistry- some basic principle of..class 11th ki videos h,0,2018-10-15T06:23:40Z
@utkarshkhichariya513,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=745"">12:25</a> <br>Mg stands for Magnesium and<br>Mn stands for Manganese",6,2018-10-14T15:39:03Z
@luckyhooda4639,Sir take a video in chapter 9,0,2018-10-14T04:54:44Z
@rifatshamarifatshama2190,I request you please upload the videos for part 1  hon sub,0,2018-10-12T14:26:26Z
@rifatshamarifatshama2190,Sr please chemistry honours sub pr videos batayina please Sr,0,2018-10-12T14:24:37Z
@sharbankumar9106,sir aap chemistry ke teacher Hai ya ya physics ke.,0,2018-10-11T13:46:22Z
@sangeetajain5393,Ur teaching method is amazing!!!! Keep going on we are getting much help in exams by ur videos Tqsm sir for uploading such videos,0,2018-10-11T09:43:34Z
@batulgunderwala1187,Your video lecture are excellent but can you please limit the time of video,0,2018-10-11T09:14:35Z
@GudduYadav-tf7ns,Sar iska define kijie,0,2018-10-10T16:09:46Z
@DADSONARTWORK,"Sir plz upload 11sci,  chemistry 10th chapter",0,2018-10-10T15:35:11Z
@mausuminayak7665,Thanks  sir,0,2018-10-09T18:03:13Z
@GauravSinghGauravSingh-vm4pm,thank. U. Sir,0,2018-10-09T15:23:10Z
@sarachaturvedi5952,Thankyou Sir for giving broad knowledge,0,2018-10-09T13:09:59Z
@RiyaKumari-xl5dw,Sir aapse ek request hai  aap bhaut acha padhate hai... plz aap bio bi padhaiye 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,2018-10-09T13:09:43Z
@mirajkhan6093,Apka pdane ka trika a accha hai,0,2018-10-09T11:42:29Z
@fearlessclasses1493,Sir gis questions me Wight jo hai agar wo percent me diya ho   <br>To kaya karenge,0,2018-10-09T10:41:53Z
@drkanaksingh1907,I like your black t shirt,1,2018-10-07T16:24:05Z
@umashankarmarkandey5425,Sir msc 1st SEM chemistry ka kuch topic Bana kr dalo na sir please sir......,0,2018-10-07T09:15:31Z
@babulakhan352,please biology Ka vedio vanayake,0,2018-10-07T06:59:47Z
@nitishgovindrao9600,"very nice explanation sir ,thanks you",0,2018-10-07T02:27:32Z
@rishabhpandey4100,Sir class 12th ke liye physics ka video banaiye,0,2018-10-06T13:35:59Z
@rakeshkumarnaik539,Sir so nice fantastic and very good better best,0,2018-10-06T01:44:40Z
@umeshneware1926,"Sir aap <a href=""http://m.sc/"">M.sc</a> chemistry par bhi video banaiye...semester wise please",0,2018-10-05T09:40:59Z
@saimababa9097,This is a very good coaching Web side,0,2018-10-05T07:40:00Z
@Navneetbarhaiya,"There are some physics videos ..in hindi..please watch <a href=""https://www.youtube.com/channel/UCz4ixzkTlGi7y7cNq9BAwhg"">https://www.youtube.com/channel/UCz4ixzkTlGi7y7cNq9BAwhg</a>",0,2018-10-05T06:48:09Z
@SureshYadav-ed7lb,hindi main btaiye,0,2018-10-05T02:20:32Z
@soniyachouksey8094,sir plz solve this question  what mass of Barium Chloride would be decomposed by 9.8 of sulphuric acid if 12g of Barium sulphate and 2.75g of hydrogen Chloride were produced in a reaction assuming that the law of conservation of mass is true?,0,2018-10-05T02:07:57Z
@abhiahir305,sir 12 chemistry bhi.please,0,2018-10-04T10:41:25Z
@thedubbingchandra2621,Book kon sa hai,0,2018-10-04T03:38:15Z
@ArjunSingh-ow2ur,fantastic,0,2018-10-04T03:12:56Z
@rohitbhivgade70300,Nice,0,2018-10-03T13:30:42Z
@parmanandtanwar5123,Sir aap 8th unit par bhi vedio banao,0,2018-10-03T11:27:51Z
@khushikaushik6241,"THANK YOU,,, THANK YOU SO MUCH SIR, REALLY HELPFUL TO US, YOU ARE A GREAT GURU :)",0,2018-10-03T04:50:40Z
@vmtasal9516,thanks  sir you help  us lot😇😇,0,2018-10-02T22:23:17Z
@kaushikeebaranwal1805,sir aapne redox reaction ki koi video nahi banayi kya???,0,2018-10-02T16:16:40Z
@theshow4914,sir aap ne limiting reagent nahi bataya,0,2018-10-02T13:13:11Z
@usmanmashallhqureshi2141,sir gujrati medyam ki bhi vidio bano,0,2018-10-02T12:15:26Z
@aashish2492,https://youtu.be/LVTpZPZ9eWc<br>Very nice video,0,2018-10-02T08:18:02Z
@dollydas9019,no need of going classes sir u r too good 😍😍now I m in love with chemistry,0,2018-10-02T07:24:59Z
@shilpisinha182,Happy birthday sir.<br> 2 october exact 12 baje wish Kr  raha hu.,0,2018-10-01T18:24:53Z
@uniquebeamng5355,Thanks sir,0,2018-10-01T14:42:41Z
@harshitsingh6128,sir please physics ka chapter 9 ka video bnaiye sir please,1,2018-10-01T13:12:01Z
@ambrishshukla4828,Sir ap all-rounder ho kya,0,2018-09-30T14:56:49Z
@VipinSharmaPhysics,"<a href=""https://www.youtube.com/watch?v=aPvP-8K9vDo"">https://youtu.be/aPvP-8K9vDo</a><br>Need a job as physics teacher<br>9814121996",0,2018-09-30T10:30:14Z
@taufeeqahmad6,tu mano ya na mano Hamain tum say piyar hnn,1,2018-09-30T05:14:58Z
@umeshgupt1097,Sir resonance and isomerism ke vid upload kriye,0,2018-09-30T03:15:20Z
@arthporwal7243,Sir exams he organic chemistry start krwa dijiye.....,0,2018-09-29T18:50:47Z
@anmol2999,Great😍😍😍,1,2018-09-29T18:45:51Z
@piyushisnotalemon,Too many ads,1,2018-09-29T16:51:54Z
@bhuriYadav-xs7tf,Sir kider se question paper karete ha,0,2018-09-29T14:39:58Z
@sracreators,Nice,0,2018-09-29T14:18:11Z
@naturelover6442,Ap ka lecture sunne k bad college jana fazool lgta h,0,2018-09-29T11:13:47Z
@samikshabhende8438,Sir Chemistry ki konti book solve kare.... I m in 11th and I m studying for JEE,0,2018-09-29T07:40:00Z
@samikshabhende8438,Thank you Sir,0,2018-09-29T07:37:24Z
@Palak-pro123,Bahut Badiya chirkut sir,0,2018-09-29T07:03:13Z
@poojayadav6881,sir 11th  class ki Redox Reaction ka video upload kariye chemistry m,1,2018-09-29T05:39:47Z
@bhavyaj1171,Sir 5 months mai 8.6k likes😇😇😇😇😇aap se bhi jyada ham kush hai sir😘😘😘😎,1,2018-09-29T04:41:58Z
@sanikamhetre4005,Tanks sir,0,2018-09-29T00:53:59Z
@Tanishq_vyas,Just check my video you will get the best idea for chemistry refrence book :-),1,2018-09-28T17:11:35Z
@mosharibkhan1239,Sir aap ncert k pure topic ko le lete to maja aa jaata,0,2018-09-28T05:07:20Z
@bharatkumaryadavbkyadav1152,tnx sir,0,2018-09-27T19:01:52Z
@mrvinay340,"Sir at <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=758"">12:38</a>....mangense=mn but u have mentioned as mg..which is magnesium as we all know..Sir,it must be a <a href=""http://mistake.by/"">mistake.by</a> the way,thx for the video",0,2018-09-27T16:59:25Z
@gyan316,Thanks,0,2018-09-27T00:58:42Z
@technicalindia5757,Saala takla,0,2018-09-26T16:55:45Z
@technicalindia5757,Ye meet prep waale ki maa ki chut,0,2018-09-26T16:54:57Z
@dilipthakur4029,Hindi me sir,0,2018-09-26T15:26:02Z
@dilipthakur4029,Sir hindi me karaya kariye,0,2018-09-26T15:19:56Z
@fardeenshaikh1101,Very helpful,0,2018-09-26T13:45:26Z
@simarsimar6352,Veer g apna number snd kro,0,2018-09-26T12:52:19Z
@balwant27,Sir ji kya aap mujhe biology k liye koi aisa channel bta skte hain ki jo detail se hindi english mix pada sake sir aisa channel bato na sir plzz reply me class 11th bio cbse k liye sir plzz reply me sir,0,2018-09-26T05:16:41Z
@shristisingh494,Sir Kya app 12 Chem start karege agli saal se Kyuki is saal hi 11 ka content complete ho jayga??,0,2018-09-25T21:04:37Z
@akfastandfurious3416,Jks sir,0,2018-09-25T17:15:08Z
@shamshersandhu9918,"<a href=""https://www.youtube.com/channel/UC2wAtd_XZDJ8mnvUVVmHN8g"">https://www.youtube.com/channel/UC2wAtd_XZDJ8mnvUVVmHN8g</a><br><br>students subscribe my channel for easy understanding towards physics",0,2018-09-25T13:28:34Z
@shamshersandhu9918,"<a href=""https://www.youtube.com/channel/UC2wAtd_XZDJ8mnvUVVmHN8g"">https://www.youtube.com/channel/UC2wAtd_XZDJ8mnvUVVmHN8g</a><br><br>students subscribe my channel for easy understanding towards physics",0,2018-09-25T13:27:42Z
@priyatiwari5759,Sir u r really best teacher your voice and method of study is superb and awesome....,4,2018-09-24T17:03:34Z
@akhilsood9591,Kya ye IIT-JEE ke liye hai ya board ke liye?,0,2018-09-24T14:47:26Z
@toshalchincholikar901,Sir redox reaction ka video kab banaoge,0,2018-09-24T12:46:44Z
@kiddingkc,Thanks for helping,0,2018-09-23T16:31:13Z
@praveentech9579,You r ggggggrrrrrrreeeeeeaaaaaattttttttttttttttttt,0,2018-09-23T14:36:48Z
@jivanwankhede2802,ur the best sir,0,2018-09-23T13:53:46Z
@AJAYSINGH-wt9hj,sir ek doubt hai ..apne law of definite proportion ke example mein at (12.00 to 14.00) apne manganese ko Mg likha hai,0,2018-09-23T13:13:44Z
@nikkyray999,Thanks for this video sir.  It has helped me lot.,0,2018-09-23T07:17:14Z
@vkcshorts1637,thanks you sir,0,2018-09-23T06:37:51Z
@DurgeshKumar-mn3vo,sir mai tu abhi learn Karna sure kiya hai,0,2018-09-23T02:51:06Z
@educationalandhealthforum5046,"Please scbscribe this channel, like and share videos..<br>Chemistry related videos<br><a href=""https://www.youtube.com/watch?v=l1lIuo0KLPw"">https://www.youtube.com/watch?v=l1lIuo0KLPw&amp;feature=youtu.be</a>",0,2018-09-22T22:07:41Z
@manjunain5657,"I was always confused about mole,laws and all physical basics ....but u clear all my doubt . U nailed it. Keep it up sir and god bless u",0,2018-09-22T18:09:30Z
@mohammadaamash1822,Sir ap YouTube pe bhut age jaenge mujhe Aisa lgta hai,0,2018-09-22T15:29:18Z
